,CONEXION,SECTOR,CDESTIPSER,MES,AÑO,CATEGORIA,fecha_inicio,hora_inicio,fecha_fin,hora_fin,latitud,longitud,fecha_hora_inicio,fecha_hora_fin,tiempo_resta
617,1526939,S84,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-10,1960-01-01 05:06:00,2025-12-12,1960-01-01 11:50:21.768,-6.539281010741577,-76.37570578542606,2025-12-10 05:06:00-01:00,2025-12-12 11:50:21.768000-01:00,2
619,155263,S84,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-02,1960-01-01 06:51:00,2025-07-03,1960-01-01 13:17:25.148,-6.482990762237061,-76.37880172473614,2025-07-02 06:51:00-01:00,2025-07-03 13:17:25.148000-01:00,1
620,1523480,S84,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-05,1960-01-01 19:43:00,2025-12-07,1960-01-01 05:42:47.490,-6.505753699136736,-76.36935910984042,2025-12-05 19:43:00-01:00,2025-12-07 05:42:47.490000-01:00,1
621,773311,S84,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-13,1960-01-01 13:29:00,2025-03-16,1960-01-01 04:38:53.811,-6.499447853520182,-76.38855393356285,2025-03-13 13:29:00-01:00,2025-03-16 04:38:53.811000-01:00,2
622,1518041,S84,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-18,1960-01-01 08:26:00,2025-02-19,1960-01-01 09:22:18.516,-6.511598070749814,-76.3586781192207,2025-02-18 08:26:00-01:00,2025-02-19 09:22:18.516000-01:00,1
624,1488920,S84,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-25,1960-01-01 02:23:00,2025-02-28,1960-01-01 23:09:55.000,-6.502677686766922,-76.35558217991063,2025-02-25 02:23:00-01:00,2025-02-28 23:09:55-01:00,3
625,139695,S84,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-30,1960-01-01 09:06:00,2025-06-01,1960-01-01 06:14:03.248,-6.468071252622935,-76.4000089090101,2025-05-30 09:06:00-01:00,2025-06-01 06:14:03.248000-01:00,1
626,1509295,S84,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-18,1960-01-01 15:07:00,2025-06-20,1960-01-01 05:56:22.148,-6.474531300603036,-76.39737736059654,2025-06-18 15:07:00-01:00,2025-06-20 05:56:22.148000-01:00,1
627,24868,S84,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-01,1960-01-01 17:54:00,2025-02-02,1960-01-01 21:05:13.872,-6.474531300603036,-76.38963751232137,2025-02-01 17:54:00-01:00,2025-02-02 21:05:13.872000-01:00,1
629,2878089,S84,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-04,1960-01-01 17:56:00,2025-03-07,1960-01-01 00:54:31.587,-6.4794531864455545,-76.38096888225317,2025-03-04 17:56:00-01:00,2025-03-07 00:54:31.587000-01:00,2
630,99553,S84,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-02,1960-01-01 04:12:00,2025-11-05,1960-01-01 04:02:21.048,-6.540511328093682,-76.37214545521948,2025-11-02 04:12:00-01:00,2025-11-05 04:02:21.048000-01:00,2
631,1522769,S84,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-10,1960-01-01 22:27:00,2025-01-13,1960-01-01 02:55:55.181,-6.485759282500857,-76.37880172473614,2025-01-10 22:27:00-01:00,2025-01-13 02:55:55.181000-01:00,2
633,1767732,S84,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-11,1960-01-01 19:29:00,2025-12-15,1960-01-01 08:16:51.112,-6.485297863512822,-76.37508659756405,2025-12-11 19:29:00-01:00,2025-12-15 08:16:51.112000-01:00,3
634,324464,S43,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-19,1960-01-01 01:12:00,2025-11-22,1960-01-01 14:55:55.728,-6.483605990276284,-76.35805893135868,2025-11-19 01:12:00-01:00,2025-11-22 14:55:55.728000-01:00,3
635,335083,S43,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-29,1960-01-01 07:14:00,2025-06-01,1960-01-01 12:28:43.192,-6.4794531864455545,-76.36425080997881,2025-05-29 07:14:00-01:00,2025-06-01 12:28:43.192000-01:00,3
636,1628870,S43,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-28,1960-01-01 21:46:00,2025-01-31,1960-01-01 14:41:18.364,-6.5065226992870215,-76.36657276446137,2025-01-28 21:46:00-01:00,2025-01-31 14:41:18.364000-01:00,2
637,335410,S43,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-28,1960-01-01 02:31:00,2025-01-30,1960-01-01 06:58:35.296,-6.483605990276284,-76.38870873052835,2025-01-28 02:31:00-01:00,2025-01-30 06:58:35.296000-01:00,2
638,1898693,S14,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-02,1960-01-01 10:49:00,2025-12-03,1960-01-01 21:53:14.360,-6.473147011562962,-76.38932791839036,2025-12-02 10:49:00-01:00,2025-12-03 21:53:14.360000-01:00,1
639,1497267,S14,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-23,1960-01-01 04:10:00,2025-07-25,1960-01-01 16:44:17.300,-6.468994121677693,-76.39304304556244,2025-07-23 04:10:00-01:00,2025-07-25 16:44:17.300000-01:00,2
640,1496405,S14,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-23,1960-01-01 22:52:00,2025-07-25,1960-01-01 17:31:57.520,-6.485451669889104,-76.35821372832419,2025-07-23 22:52:00-01:00,2025-07-25 17:31:57.520000-01:00,1
643,1557006,S25,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-21,1960-01-01 21:38:00,2025-06-23,1960-01-01 02:50:12.767,-6.486682119209571,-76.37880172473614,2025-06-21 21:38:00-01:00,2025-06-23 02:50:12.767000-01:00,1
644,1582145,S25,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-13,1960-01-01 07:28:00,2025-03-15,1960-01-01 19:49:19.496,-6.499909259539907,-76.3634768251513,2025-03-13 07:28:00-01:00,2025-03-15 19:49:19.496000-01:00,2
645,2840767,S25,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-05,1960-01-01 22:00:00,2025-01-07,1960-01-01 21:20:06.120,-6.486682119209571,-76.40248566045814,2025-01-05 22:00:00-01:00,2025-01-07 21:20:06.120000-01:00,1
646,1541689,S25,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-17,1960-01-01 05:35:00,2025-01-19,1960-01-01 03:49:00.083,-6.491142472806428,-76.35279583453156,2025-01-17 05:35:00-01:00,2025-01-19 03:49:00.083000-01:00,1
647,2625164,S25,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-02,1960-01-01 12:26:00,2025-06-05,1960-01-01 09:03:34.368,-6.510829078371184,-76.37199065825398,2025-06-02 12:26:00-01:00,2025-06-05 09:03:34.368000-01:00,2
648,1554887,S25,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-23,1960-01-01 03:56:00,2025-06-25,1960-01-01 13:52:50.144,-6.492834320733975,-76.37942091259815,2025-06-23 03:56:00-01:00,2025-06-25 13:52:50.144000-01:00,2
649,2479260,S22,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-09,1960-01-01 01:13:00,2025-10-10,1960-01-01 06:35:42.614,-6.50329289074703,-76.35743974349666,2025-10-09 01:13:00-01:00,2025-10-10 06:35:42.614000-01:00,1
650,2185009,S22,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-23,1960-01-01 12:02:00,2025-08-25,1960-01-01 05:21:23.932,-6.488066371103815,-76.34784233163546,2025-08-23 12:02:00-01:00,2025-08-25 05:21:23.932000-01:00,1
651,1932674,S22,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-18,1960-01-01 12:29:00,2025-11-20,1960-01-01 06:52:09.304,-6.481145073615516,-76.38267164887372,2025-11-18 12:29:00-01:00,2025-11-20 06:52:09.304000-01:00,1
652,1932183,S22,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-22,1960-01-01 22:00:00,2025-07-26,1960-01-01 03:19:43.337,-6.500985871939527,-76.3544986011521,2025-07-22 22:00:00-01:00,2025-07-26 03:19:43.337000-01:00,3
653,1946682,S22,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-22,1960-01-01 02:46:00,2025-07-23,1960-01-01 09:51:00.104,-6.515289217766467,-76.37059748556446,2025-07-22 02:46:00-01:00,2025-07-23 09:51:00.104000-01:00,1
654,1940283,S22,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-06,1960-01-01 23:20:00,2025-01-10,1960-01-01 14:26:56.656,-6.502677686766922,-76.35790413439317,2025-01-06 23:20:00-01:00,2025-01-10 14:26:56.656000-01:00,3
655,2388669,S22,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-08,1960-01-01 22:46:00,2025-02-10,1960-01-01 06:25:35.868,-6.483913604014365,-76.35496299204861,2025-02-08 22:46:00-01:00,2025-02-10 06:25:35.868000-01:00,1
656,2228262,S22,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-30,1960-01-01 03:40:00,2025-10-02,1960-01-01 00:28:55.176,-6.473300821643711,-76.38716076087331,2025-09-30 03:40:00-01:00,2025-10-02 00:28:55.176000-01:00,1
657,2950266,S22,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-13,1960-01-01 22:17:00,2025-09-15,1960-01-01 04:28:39.431,-6.503139089822593,-76.37446740970205,2025-09-13 22:17:00-01:00,2025-09-15 04:28:39.431000-01:00,1
658,2729840,S11,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-10,1960-01-01 03:08:00,2025-10-14,1960-01-01 01:02:53.921,-6.484836444102376,-76.3770989581156,2025-10-10 03:08:00-01:00,2025-10-14 01:02:53.921000-01:00,3
659,2729840,S11,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-24,1960-01-01 19:12:00,2025-10-28,1960-01-01 17:08:54.248,-6.484836444102376,-76.3770989581156,2025-10-24 19:12:00-01:00,2025-10-28 17:08:54.248000-01:00,3
660,2729840,S11,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-20,1960-01-01 11:43:00,2025-10-21,1960-01-01 22:19:42.744,-6.484836444102376,-76.3770989581156,2025-10-20 11:43:00-01:00,2025-10-21 22:19:42.744000-01:00,1
661,2738655,S11,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-25,1960-01-01 14:12:00,2025-08-29,1960-01-01 04:20:49.047,-6.519441725698071,-76.36966870377142,2025-08-25 14:12:00-01:00,2025-08-29 04:20:49.047000-01:00,3
663,2719280,S11,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-28,1960-01-01 18:20:00,2025-08-31,1960-01-01 11:15:52.452,-6.480222226771749,-76.37493180059855,2025-08-28 18:20:00-01:00,2025-08-31 11:15:52.452000-01:00,2
664,2719280,S11,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-03,1960-01-01 22:18:00,2025-09-05,1960-01-01 22:22:10.272,-6.480222226771749,-76.37493180059855,2025-09-03 22:18:00-01:00,2025-09-05 22:22:10.272000-01:00,2
665,2713684,S11,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-23,1960-01-01 15:58:00,2025-09-25,1960-01-01 16:47:49.076,-6.47699224952437,-76.37864692777063,2025-09-23 15:58:00-01:00,2025-09-25 16:47:49.076000-01:00,2
666,2720508,S11,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-18,1960-01-01 21:19:00,2025-02-21,1960-01-01 13:09:17.120,-6.511444272368327,-76.33917370156728,2025-02-18 21:19:00-01:00,2025-02-21 13:09:17.120000-01:00,2
667,2732457,S11,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-22,1960-01-01 15:05:00,2025-01-24,1960-01-01 11:10:37.732,-6.488527787556757,-76.37973050652916,2025-01-22 15:05:00-01:00,2025-01-24 11:10:37.732000-01:00,1
668,2724334,S11,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-29,1960-01-01 11:52:00,2025-05-31,1960-01-01 19:15:38.144,-6.482067918770699,-76.37942091259815,2025-05-29 11:52:00-01:00,2025-05-31 19:15:38.144000-01:00,2
669,2821161,S11,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-18,1960-01-01 01:54:00,2025-03-19,1960-01-01 06:45:14.298,-6.483605990276284,-76.35573697687613,2025-03-18 01:54:00-01:00,2025-03-19 06:45:14.298000-01:00,1
670,2711745,S11,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-23,1960-01-01 23:29:00,2025-09-26,1960-01-01 05:21:43.418,-6.496525605566104,-76.38050449135667,2025-09-23 23:29:00-01:00,2025-09-26 05:21:43.418000-01:00,2
671,2712561,S16,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-02,1960-01-01 01:52:00,2025-07-03,1960-01-01 09:37:58.324,-6.485605476218448,-76.36223844942728,2025-07-02 01:52:00-01:00,2025-07-03 09:37:58.324000-01:00,1
672,2712561,S16,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-21,1960-01-01 06:21:00,2025-08-22,1960-01-01 19:06:37.480,-6.485605476218448,-76.36223844942728,2025-08-21 06:21:00-01:00,2025-08-22 19:06:37.480000-01:00,1
673,2735668,S16,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-21,1960-01-01 13:43:00,2025-03-24,1960-01-01 02:23:39.542,-6.489450619194756,-76.38282644583923,2025-03-21 13:43:00-01:00,2025-03-24 02:23:39.542000-01:00,2
674,2714554,S16,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-23,1960-01-01 18:12:00,2025-08-27,1960-01-01 03:35:54.540,-6.478376528019404,-76.3628576372893,2025-08-23 18:12:00-01:00,2025-08-27 03:35:54.540000-01:00,3
675,2725606,S16,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-28,1960-01-01 20:38:00,2025-09-01,1960-01-01 14:49:16.784,-6.491603886441353,-76.36456040390982,2025-08-28 20:38:00-01:00,2025-09-01 14:49:16.784000-01:00,3
676,2717660,S8,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-08,1960-01-01 10:51:00,2025-06-11,1960-01-01 10:55:47.100,-6.486835925163391,-76.37864692777063,2025-06-08 10:51:00-01:00,2025-06-11 10:55:47.100000-01:00,3
678,2876268,S8,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-25,1960-01-01 06:12:00,2025-04-27,1960-01-01 15:29:40.100,-6.475915585847604,-76.36672756142687,2025-04-25 06:12:00-01:00,2025-04-27 15:29:40.100000-01:00,2
679,2599099,S3,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-02,1960-01-01 19:30:00,2025-09-06,1960-01-01 05:05:05.256,-6.478068910904234,-76.3589877131517,2025-09-02 19:30:00-01:00,2025-09-06 05:05:05.256000-01:00,3
680,2596161,S3,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-15,1960-01-01 17:09:00,2025-03-16,1960-01-01 17:12:16.540,-6.51129047393972,-76.33870931067077,2025-03-15 17:09:00-01:00,2025-03-16 17:12:16.540000-01:00,1
683,2596050,S3,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-09,1960-01-01 08:42:00,2025-08-12,1960-01-01 05:27:49.520,-6.512674658100753,-76.37090707949547,2025-08-09 08:42:00-01:00,2025-08-12 05:27:49.520000-01:00,2
684,2598310,S3,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-07,1960-01-01 16:30:00,2025-01-08,1960-01-01 19:57:39.216,-6.486989731070265,-76.37245504915049,2025-01-07 16:30:00-01:00,2025-01-08 19:57:39.216000-01:00,1
685,2615616,S3,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-10,1960-01-01 11:54:00,2025-03-12,1960-01-01 09:26:48.584,-6.474992729439654,-76.38298124280473,2025-03-10 11:54:00-01:00,2025-03-12 09:26:48.584000-01:00,1
686,284003,S32,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-26,1960-01-01 06:22:00,2025-01-28,1960-01-01 00:20:34.595,-6.475454157854519,-76.39722256363103,2025-01-26 06:22:00-01:00,2025-01-28 00:20:34.595000-01:00,1
687,2831395,S32,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-02,1960-01-01 03:53:00,2025-10-05,1960-01-01 04:15:05.336,-6.502062482033882,-76.3634768251513,2025-10-02 03:53:00-01:00,2025-10-05 04:15:05.336000-01:00,3
688,2443724,S32,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-25,1960-01-01 13:59:00,2025-03-27,1960-01-01 12:28:15.600,-6.474223681144331,-76.39242385770044,2025-03-25 13:59:00-01:00,2025-03-27 12:28:15.600000-01:00,1
689,289667,S32,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-01,1960-01-01 08:26:00,2025-07-02,1960-01-01 10:42:34.284,-6.478530336506663,-76.39861573632056,2025-07-01 08:26:00-01:00,2025-07-02 10:42:34.284000-01:00,1
690,290950,S32,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-24,1960-01-01 02:27:00,2025-10-27,1960-01-01 19:53:40.408,-6.501601077990031,-76.37493180059855,2025-10-24 02:27:00-01:00,2025-10-27 19:53:40.408000-01:00,3
691,2630314,S32,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-01,1960-01-01 03:19:00,2025-12-02,1960-01-01 15:35:41.816,-6.487758759900413,-76.37369342487452,2025-12-01 03:19:00-01:00,2025-12-02 15:35:41.816000-01:00,1
692,282790,S56,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-13,1960-01-01 08:06:00,2025-02-17,1960-01-01 02:19:24.446,-6.493295732818433,-76.34412720446338,2025-02-13 08:06:00-01:00,2025-02-17 02:19:24.446000-01:00,3
693,875566,S56,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-11,1960-01-01 16:45:00,2025-11-12,1960-01-01 22:40:16.648,-6.487451148509203,-76.35713014956566,2025-11-11 16:45:00-01:00,2025-11-12 22:40:16.648000-01:00,1
694,877281,S56,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-19,1960-01-01 20:03:00,2025-09-22,1960-01-01 18:13:59.620,-6.510367682378602,-76.36146446459975,2025-09-19 20:03:00-01:00,2025-09-22 18:13:59.620000-01:00,2
695,873455,S56,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-13,1960-01-01 14:46:00,2025-11-15,1960-01-01 00:30:57.075,-6.497448422543419,-76.37957570956365,2025-11-13 14:46:00-01:00,2025-11-15 00:30:57.075000-01:00,1
696,281890,S56,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-02,1960-01-01 17:31:00,2025-09-04,1960-01-01 08:23:01.092,-6.492065299653463,-76.35248624060056,2025-09-02 17:31:00-01:00,2025-09-04 08:23:01.092000-01:00,1
697,2383465,S56,AG: Conexiones Domiciliarias                      ,12,2025,Rotura Tuberia Matriz,2025-12-06,1960-01-01 04:18:00,2025-12-07,1960-01-01 21:42:01.584,-6.488527787556757,-76.37880172473614,2025-12-06 04:18:00-01:00,2025-12-07 21:42:01.584000-01:00,1
698,877298,S56,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-19,1960-01-01 22:11:00,2025-09-21,1960-01-01 11:13:38.644,-6.475607967232413,-76.40062809687211,2025-09-19 22:11:00-01:00,2025-09-21 11:13:38.644000-01:00,1
699,875543,S56,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-11,1960-01-01 11:29:00,2025-11-12,1960-01-01 14:33:16.996,-6.5160582033105445,-76.37106187646097,2025-11-11 11:29:00-01:00,2025-11-12 14:33:16.996000-01:00,1
700,873461,S56,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-10,1960-01-01 22:19:00,2025-11-12,1960-01-01 21:05:45.520,-6.4809912659254785,-76.39118548197641,2025-11-10 22:19:00-01:00,2025-11-12 21:05:45.520000-01:00,1
701,3020990,S56,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-14,1960-01-01 23:19:00,2025-11-18,1960-01-01 11:08:23.564,-6.467763629230175,-76.40078289383762,2025-11-14 23:19:00-01:00,2025-11-18 11:08:23.564000-01:00,3
703,2223840,S52,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-11,1960-01-01 03:15:00,2025-07-14,1960-01-01 06:23:46.822,-6.481606496404196,-76.3639412160478,2025-07-11 03:15:00-01:00,2025-07-14 06:23:46.822000-01:00,3
704,422155,S52,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-30,1960-01-01 12:37:00,2025-11-02,1960-01-01 00:46:42.907,-6.474531300603036,-76.38158807011519,2025-10-30 12:37:00-01:00,2025-11-02 00:46:42.907000-01:00,2
705,408675,S52,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-15,1960-01-01 11:28:00,2025-10-17,1960-01-01 01:49:11.530,-6.498678842546618,-76.38391002459774,2025-10-15 11:28:00-01:00,2025-10-17 01:49:11.530000-01:00,1
706,422178,S52,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-06,1960-01-01 13:17:00,2025-11-08,1960-01-01 21:10:59.184,-6.503600492454711,-76.3678111401854,2025-11-06 13:17:00-01:00,2025-11-08 21:10:59.184000-01:00,2
707,465874,S52,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-19,1960-01-01 01:38:00,2025-02-20,1960-01-01 03:03:27.738,-6.476223204275322,-76.39211426376943,2025-02-19 01:38:00-01:00,2025-02-20 03:03:27.738000-01:00,1
708,423120,S52,AG: Conexiones Domiciliarias                      ,9,2025,Rotura Tuberia Matriz,2025-09-04,1960-01-01 22:57:00,2025-09-07,1960-01-01 04:04:58.606,-6.500216863317864,-76.34753273770446,2025-09-04 22:57:00-01:00,2025-09-07 04:04:58.606000-01:00,2
710,423539,S52,AG: Conexiones Domiciliarias                      ,3,2025,Rotura Tuberia Matriz,2025-03-14,1960-01-01 04:59:00,2025-03-16,1960-01-01 20:04:01.312,-6.48345218333686,-76.37539619149506,2025-03-14 04:59:00-01:00,2025-03-16 20:04:01.312000-01:00,2
711,465160,S62,AG: Conexiones Domiciliarias                      ,11,2025,Rotura Tuberia Matriz,2025-11-13,1960-01-01 07:18:00,2025-11-14,1960-01-01 10:40:07.924,-6.470993665513911,-76.36595357659935,2025-11-13 07:18:00-01:00,2025-11-14 10:40:07.924000-01:00,1
712,472710,S62,AG: Conexiones Domiciliarias                      ,4,2025,Rotura Tuberia Matriz,2025-04-12,1960-01-01 04:12:00,2025-04-13,1960-01-01 16:37:07.312,-6.473454631677611,-76.39908012721708,2025-04-12 04:12:00-01:00,2025-04-13 16:37:07.312000-01:00,1
713,453345,S62,AG: Conexiones Domiciliarias                      ,5,2025,Rotura Tuberia Matriz,2025-05-22,1960-01-01 13:31:00,2025-05-24,1960-01-01 08:52:26.540,-6.483298376350514,-76.35264103756606,2025-05-22 13:31:00-01:00,2025-05-24 08:52:26.540000-01:00,1
714,481815,S62,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-11,1960-01-01 04:00:00,2025-02-13,1960-01-01 01:29:50.181,-6.482683147935934,-76.36130966763425,2025-02-11 04:00:00-01:00,2025-02-13 01:29:50.181000-01:00,1
715,461050,S62,AG: Conexiones Domiciliarias                      ,2,2025,Rotura Tuberia Matriz,2025-02-23,1960-01-01 17:42:00,2025-02-25,1960-01-01 13:20:04.732,-6.498678842546618,-76.35372461632458,2025-02-23 17:42:00-01:00,2025-02-25 13:20:04.732000-01:00,1
716,1839740,S61,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-03,1960-01-01 22:46:00,2025-08-07,1960-01-01 18:19:33.188,-6.504061894663246,-76.36657276446137,2025-08-03 22:46:00-01:00,2025-08-07 18:19:33.188000-01:00,3
717,2689589,S61,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-09,1960-01-01 16:30:00,2025-08-12,1960-01-01 12:01:17.372,-6.472224150094694,-76.36038088584122,2025-08-09 16:30:00-01:00,2025-08-12 12:01:17.372000-01:00,2
718,675732,S61,AG: Conexiones Domiciliarias                      ,1,2025,Rotura Tuberia Matriz,2025-01-22,1960-01-01 09:28:00,2025-01-24,1960-01-01 17:13:54.808,-6.491911495296407,-76.35078347398003,2025-01-22 09:28:00-01:00,2025-01-24 17:13:54.808000-01:00,2
719,3020606,S61,AG: Conexiones Domiciliarias                      ,8,2025,Rotura Tuberia Matriz,2025-08-14,1960-01-01 03:24:00,2025-08-16,1960-01-01 00:42:22.739,-6.474992729439654,-76.39397182735546,2025-08-14 03:24:00-01:00,2025-08-16 00:42:22.739000-01:00,1
720,2931694,S61,AG: Conexiones Domiciliarias                      ,7,2025,Rotura Tuberia Matriz,2025-07-07,1960-01-01 13:37:00,2025-07-10,1960-01-01 19:32:56.240,-6.481452688854875,-76.38452921245975,2025-07-07 13:37:00-01:00,2025-07-10 19:32:56.240000-01:00,3
721,569450,S61,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-12,1960-01-01 04:20:00,2025-06-13,1960-01-01 10:35:34.876,-6.473454631677611,-76.35743974349666,2025-06-12 04:20:00-01:00,2025-06-13 10:35:34.876000-01:00,1
722,562761,S61,AG: Conexiones Domiciliarias                      ,10,2025,Rotura Tuberia Matriz,2025-10-23,1960-01-01 14:19:00,2025-10-25,1960-01-01 04:55:40.754,-6.493603340639781,-76.36997829770243,2025-10-23 14:19:00-01:00,2025-10-25 04:55:40.754000-01:00,1
723,2163657,S61,AG: Conexiones Domiciliarias                      ,6,2025,Rotura Tuberia Matriz,2025-06-12,1960-01-01 09:20:00,2025-06-14,1960-01-01 18:20:25.792,-6.476223204275322,-76.36889471894392,2025-06-12 09:20:00-01:00,2025-06-14 18:20:25.792000-01:00,2
